"compareStrain","vaccineStrain","Gene","vaccine_code","Nmedian","Smedian"
"CY114412_A_Netherlands_69_2007","EPI502253_A_Wisconsin_67_2005","NA","4.Wis05",8,9
"CY114420_A_Netherlands_348_2007","EPI502253_A_Wisconsin_67_2005","NA","4.Wis05",7,9
"EPI577980_A_Brisbane_10_2007","EPI502253_A_Wisconsin_67_2005","NA","4.Wis05",7,5
"CY113020_A_Netherlands_377_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",6,30
"CY044827_A_Boston_88_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,25
"CY173286_A_New_York_1155_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,27
"CY037310_A_Qatar_AF02_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,26
"CY044603_A_Boston_40_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,28
"CY037326_A_Korea_AF05_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,28
"CY040105_A_Taiwan_70120_2008","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,23
"CY027570_A_Texas_UR06_0358_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,23
"CY114420_A_Netherlands_348_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,23
"EPI577980_A_Brisbane_10_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,24
"CY025428_A_California_UR06_0347_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",6,25
"CY040073_A_Taiwan_2361_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",7,28
"CY114412_A_Netherlands_69_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,27
"CY114404_A_Netherlands_363_2006","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",5,30
"CY039414_A_Taiwan_70113_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",2,3
"CY039406_A_Taiwan_70002_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",1,4
"CY040057_A_Taiwan_70307_2007","EPI502253_A_Wisconsin_67_2005","NP","4.Wis05",1,2
"CY113020_A_Netherlands_377_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",4,6
"CY027570_A_Texas_UR06_0358_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,3
"CY114420_A_Netherlands_348_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,5
"CY044603_A_Boston_40_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,3
"CY044827_A_Boston_88_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,4
"CY037326_A_Korea_AF05_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,3
"CY025428_A_California_UR06_0347_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,3
"CY114412_A_Netherlands_69_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",2,5
"CY173286_A_New_York_1155_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",3,3
"EPI577980_A_Brisbane_10_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,4
"CY037310_A_Qatar_AF02_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",3,5
"CY040105_A_Taiwan_70120_2008","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,4
"CY040073_A_Taiwan_2361_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",2,6
"CY114404_A_Netherlands_363_2006","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",4,4
"CY039414_A_Taiwan_70113_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",0,1
"CY040057_A_Taiwan_70307_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",1,2
"CY039406_A_Taiwan_70002_2007","EPI502253_A_Wisconsin_67_2005","NS","4.Wis05",2,2
"CY113020_A_Netherlands_377_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",1,11
"CY044827_A_Boston_88_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,5
"CY173286_A_New_York_1155_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,4
"CY040105_A_Taiwan_70120_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,8
"CY037326_A_Korea_AF05_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,14
"CY044603_A_Boston_40_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",1,14
"CY114412_A_Netherlands_69_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",1,9
"CY025428_A_California_UR06_0347_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",1,6
"CY040073_A_Taiwan_2361_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,8
"CY114420_A_Netherlands_348_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,3
"CY037310_A_Qatar_AF02_2008","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",3,8
"CY027570_A_Texas_UR06_0358_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,5
"EPI577980_A_Brisbane_10_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,3
"CY114404_A_Netherlands_363_2006","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,3
"CY040057_A_Taiwan_70307_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",1,1
"CY039414_A_Taiwan_70113_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",1,3
"CY039406_A_Taiwan_70002_2007","EPI502253_A_Wisconsin_67_2005","PA","4.Wis05",0,4
"CY113020_A_Netherlands_377_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",2,14
"CY173286_A_New_York_1155_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,12
"CY044827_A_Boston_88_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,13
"CY040105_A_Taiwan_70120_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",0,11
"CY114412_A_Netherlands_69_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,13
"CY044603_A_Boston_40_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,14
"CY037326_A_Korea_AF05_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",0,12
"CY025428_A_California_UR06_0347_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,9
"CY037310_A_Qatar_AF02_2008","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,16
"CY114420_A_Netherlands_348_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,10
"CY027570_A_Texas_UR06_0358_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,6
"CY040073_A_Taiwan_2361_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,9
"EPI577980_A_Brisbane_10_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",0,11
"CY039414_A_Taiwan_70113_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,8
"CY039406_A_Taiwan_70002_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,4
"CY040057_A_Taiwan_70307_2007","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,4
"CY114404_A_Netherlands_363_2006","EPI502253_A_Wisconsin_67_2005","PB1","4.Wis05",1,32
"CY113020_A_Netherlands_377_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",5,18
"CY044827_A_Boston_88_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",4,18
"CY173286_A_New_York_1155_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",5,16
"CY040105_A_Taiwan_70120_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",5,18
"CY037326_A_Korea_AF05_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",3,16
"CY044603_A_Boston_40_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",3,15
"CY114412_A_Netherlands_69_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",4,16
"CY025428_A_California_UR06_0347_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",3,13
"CY114420_A_Netherlands_348_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",3,14
"CY037310_A_Qatar_AF02_2008","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",4,18
"CY027570_A_Texas_UR06_0358_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",3,13
"CY040073_A_Taiwan_2361_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",4,18
"EPI577980_A_Brisbane_10_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",3,16
"CY114404_A_Netherlands_363_2006","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",4,8
"CY039406_A_Taiwan_70002_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",0,4
"CY040057_A_Taiwan_70307_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",1,5
"CY039414_A_Taiwan_70113_2007","EPI502253_A_Wisconsin_67_2005","PB2","4.Wis05",2,6
"HQ664917_A_Nanjing_1655_2010","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",12,13
"HQ664929_A_Nanjing_1663_2010","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",12,15
"HQ664922_A_Nanjing_1654_2010","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",8,15
"CY113044_A_Netherlands_761_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",2,11
"CY069426_A_Japan_WRAIR1140P_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",1,12
"CY068480_A_California_VRDL309_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,6
"CY113028_A_Netherlands_69_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",1,6
"CY064830_A_California_VRDL138_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",2,7
"CY068208_A_California_VRDL170_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,8
"CY089756_A_Boston_75_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,6
"CY147666_A_Mexico_24013_2008","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",3,6
"CY072221_A_New_York_20343_2010","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",9,11
"CY106599_A_Hong_Kong_H090_671_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",3,17
"CY106735_A_Hong_Kong_H090_720_V31_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",3,17
"CY068232_A_California_VRDL188_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,11
"CY068640_A_California_VRDL394_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,11
"CY068781_A_California_VRDL205_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",1,12
"CY068296_A_California_VRDL247_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,11
"CY089740_A_Boston_40_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,11
"CY093348_A_Kuwait_WRAIR1561P_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,7
"CY068104_A_California_VRDL368_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",0,10
"CY093237_A_South_Korea_WRAIR1171P_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",3,9
"CY093316_A_Kyrgyzstan_WRAIR1256P_2008","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",2,7
"CY115687_A_Hong_Kong_H090_734_V32_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,8
"CY106655_A_Hong_Kong_H090_692_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,11
"CY106703_A_Hong_Kong_H090_714_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,9
"CY106791_A_Hong_Kong_H090_733_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,9
"CY115647_A_Hong_Kong_H090_726_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,9
"CY106847_A_Hong_Kong_H090_739_V22_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",9,7
"CY115727_A_Hong_Kong_H090_739_V23_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",9,7
"CY106863_A_Hong_Kong_H090_739_V33_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",9,7
"CY115735_A_Hong_Kong_H090_739_V33_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",9,7
"CY106879_A_Hong_Kong_H090_747_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",8,7
"CY115527_A_Hong_Kong_H090_689_V20_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,8
"CY106871_A_Hong_Kong_H090_741_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",7,8
"CY106647_A_Hong_Kong_H090_689_V22_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,8
"CY106751_A_Hong_Kong_H090_724_V20_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",7,7
"CY106743_A_Hong_Kong_H090_724_V10_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",7,7
"CY068416_A_California_VRDL277_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,6
"CY050731_A_New_York_3143_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,6
"CY077432_A_California_VRDL356_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,6
"CY050795_A_New_York_3491_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",5,6
"CY050827_A_New_York_3738_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,7
"CY050611_A_New_York_3018_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,7
"CY084416_A_New_York_3918_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",7,7
"KY049985_A_Qinghai_178_2010","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",8,16
"CY067976_A_California_VRDL339_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,8
"CY068360_A_California_VRDL263_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,7
"CY068336_A_California_VRDL260_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,10
"EPI577969_A_Perth_16_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,7
"CY069322_A_Korea_WRAIR1038P_2009","EPI577980_A_Brisbane_10_2007","HA","5.Bris07",6,8
"HQ664929_A_Nanjing_1663_2010","EPI577980_A_Brisbane_10_2007","M","5.Bris07",5,6
"HQ664917_A_Nanjing_1655_2010","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,7
"HQ664922_A_Nanjing_1654_2010","EPI577980_A_Brisbane_10_2007","M","5.Bris07",3,5
"CY072221_A_New_York_20343_2010","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,2
"KY049985_A_Qinghai_178_2010","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,6
"CY069426_A_Japan_WRAIR1140P_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY106599_A_Hong_Kong_H090_671_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY106735_A_Hong_Kong_H090_720_V31_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY113044_A_Netherlands_761_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,2
"CY064830_A_California_VRDL138_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",3,1
"CY089756_A_Boston_75_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,1
"CY068480_A_California_VRDL309_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY068208_A_California_VRDL170_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",3,3
"CY113028_A_Netherlands_69_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"EPI577969_A_Perth_16_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,4
"CY069322_A_Korea_WRAIR1038P_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,4
"CY115527_A_Hong_Kong_H090_689_V20_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY050827_A_New_York_3738_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,5
"CY106871_A_Hong_Kong_H090_741_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106647_A_Hong_Kong_H090_689_V22_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY115727_A_Hong_Kong_H090_739_V23_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY050795_A_New_York_3491_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY050731_A_New_York_3143_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY077432_A_California_VRDL356_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,4
"CY068416_A_California_VRDL277_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106751_A_Hong_Kong_H090_724_V20_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",3,4
"CY106743_A_Hong_Kong_H090_724_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",3,4
"CY115647_A_Hong_Kong_H090_726_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106791_A_Hong_Kong_H090_733_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,3
"CY115687_A_Hong_Kong_H090_734_V32_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106655_A_Hong_Kong_H090_692_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY115735_A_Hong_Kong_H090_739_V33_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106703_A_Hong_Kong_H090_714_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY084416_A_New_York_3918_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106863_A_Hong_Kong_H090_739_V33_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106879_A_Hong_Kong_H090_747_V10_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY106847_A_Hong_Kong_H090_739_V22_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY068360_A_California_VRDL263_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,6
"CY068336_A_California_VRDL260_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,6
"CY067976_A_California_VRDL339_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,6
"CY068640_A_California_VRDL394_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,3
"CY093237_A_South_Korea_WRAIR1171P_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,2
"CY068104_A_California_VRDL368_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,2
"CY068232_A_California_VRDL188_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY093348_A_Kuwait_WRAIR1561P_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,1
"CY089740_A_Boston_40_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,1
"CY068296_A_California_VRDL247_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY050611_A_New_York_3018_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",2,2
"CY068781_A_California_VRDL205_2009","EPI577980_A_Brisbane_10_2007","M","5.Bris07",1,2
"CY093316_A_Kyrgyzstan_WRAIR1256P_2008","EPI577980_A_Brisbane_10_2007","M","5.Bris07",3,3
"CY147666_A_Mexico_24013_2008","EPI577980_A_Brisbane_10_2007","M","5.Bris07",0,1
"HQ664917_A_Nanjing_1655_2010","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",7,7
"HQ664922_A_Nanjing_1654_2010","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",11,8
"HQ664929_A_Nanjing_1663_2010","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",6,5
"CY050611_A_New_York_3018_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,6
"CY050731_A_New_York_3143_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,6
"CY050795_A_New_York_3491_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,6
"CY050827_A_New_York_3738_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,6
"CY064830_A_California_VRDL138_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",5,3
"CY067976_A_California_VRDL339_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,5
"CY068104_A_California_VRDL368_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,4
"CY068208_A_California_VRDL170_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,4
"CY068232_A_California_VRDL188_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",5,0
"CY068296_A_California_VRDL247_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,1
"CY068336_A_California_VRDL260_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,5
"CY068360_A_California_VRDL263_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY068416_A_California_VRDL277_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,8
"CY068480_A_California_VRDL309_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,2
"CY068640_A_California_VRDL394_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",5,0
"CY068781_A_California_VRDL205_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",5,0
"CY069322_A_Korea_WRAIR1038P_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,6
"CY069426_A_Japan_WRAIR1140P_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,5
"CY072221_A_New_York_20343_2010","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,7
"CY077432_A_California_VRDL356_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,6
"CY084416_A_New_York_3918_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,6
"CY089740_A_Boston_40_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,0
"CY089756_A_Boston_75_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,3
"CY093237_A_South_Korea_WRAIR1171P_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",3,4
"CY093316_A_Kyrgyzstan_WRAIR1256P_2008","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,5
"CY093348_A_Kuwait_WRAIR1561P_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,4
"CY106599_A_Hong_Kong_H090_671_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,7
"CY106647_A_Hong_Kong_H090_689_V22_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY106655_A_Hong_Kong_H090_692_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",3,7
"CY106703_A_Hong_Kong_H090_714_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY106735_A_Hong_Kong_H090_720_V31_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,6
"CY106743_A_Hong_Kong_H090_724_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,10
"CY106751_A_Hong_Kong_H090_724_V20_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,10
"CY106791_A_Hong_Kong_H090_733_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",3,7
"CY106847_A_Hong_Kong_H090_739_V22_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,7
"CY106863_A_Hong_Kong_H090_739_V33_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,7
"CY106871_A_Hong_Kong_H090_741_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY106879_A_Hong_Kong_H090_747_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY113028_A_Netherlands_69_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",5,2
"CY113044_A_Netherlands_761_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",5,4
"CY115527_A_Hong_Kong_H090_689_V20_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY115647_A_Hong_Kong_H090_726_V10_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,7
"CY115687_A_Hong_Kong_H090_734_V32_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,9
"CY115727_A_Hong_Kong_H090_739_V23_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,7
"CY115735_A_Hong_Kong_H090_739_V33_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",4,7
"CY147666_A_Mexico_24013_2008","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",2,1
"EPI577969_A_Perth_16_2009","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",1,5
"KY049985_A_Qinghai_178_2010","EPI577980_A_Brisbane_10_2007","NA","5.Bris07",8,7
"HQ664929_A_Nanjing_1663_2010","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",1,7
"HQ664917_A_Nanjing_1655_2010","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",2,7
"HQ664922_A_Nanjing_1654_2010","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",3,9
"CY072221_A_New_York_20343_2010","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,4
"CY106735_A_Hong_Kong_H090_720_V31_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,6
"CY106599_A_Hong_Kong_H090_671_V10_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,6
"CY068781_A_California_VRDL205_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,1
"CY068640_A_California_VRDL394_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,3
"CY068232_A_California_VRDL188_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",1,2
"CY068296_A_California_VRDL247_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,3
"CY089740_A_Boston_40_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,3
"KY049985_A_Qinghai_178_2010","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",1,6
"CY093348_A_Kuwait_WRAIR1561P_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,2
"CY069426_A_Japan_WRAIR1140P_2009","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",0,5
"CY093316_A_Kyrgyzstan_WRAIR1256P_2008","EPI577980_A_Brisbane_10_2007","NP","5.Bris07",1,3
